ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
223	"ENSMUSG00000026761"	"Orc4"	chr2	-	48936771	48936862	48937451	48937528	48933549	48933622	48940332	48940365
224	"ENSMUSG00000025487"	"Psmd13"	chr7	+	140889304	140889476	140894480	140894543	140887018	140887105	140897607	140897724
225	"ENSMUSG00000025487"	"Psmd13"	chr7	+	140897416	140897497	140897607	140897724	140894480	140894543	140898192	140898288
226	"ENSMUSG00000026087"	"Mrpl30"	chr1	+	37893938	37894015	37895329	37895410	37892932	37893023	37897687	37897834
227	"ENSMUSG00000024049"	"Myom1"	chr17	+	71120793	71120816	71121125	71121148	71120645	71120682	71122556	71122612
228	"ENSMUSG00000034575"	"Papd7"	chr13	-	69503634	69503735	69504605	69504732	69502905	69503078	69506915	69507129
229	"ENSMUSG00000026885"	"Ttll11"	chr2	-	35784088	35784195	35795356	35795602	35751240	35752492	35889264	35889380
230	"ENSMUSG00000026885"	"Ttll11"	chr2	-	35902569	35903145	35940673	35940807	35890271	35890367	35944862	35944959
231	"ENSMUSG00000057110"	"Cntrl"	chr2	+	35129620	35129815	35133957	35134111	35127927	35128037	35135467	35135688
232	"ENSMUSG00000020707"	"Rnf135"	chr11	+	80189223	80189367	80193885	80194048	80183850	80184255	80196872	80196947
233	"ENSMUSG00000024193"	"Phf1"	chr17	+	26936286	26936391	26936511	26936680	26936123	26936191	26936770	26936865
234	"ENSMUSG00000026867"	"Gapvd1"	chr2	-	34691105	34691215	34693372	34693502	34690461	34690621	34695485	34695608
235	"ENSMUSG00000023118"	"Sympk"	chr7	+	19030678	19030752	19034406	19034533	19030542	19030596	19035825	19035994
236	"ENSMUSG00000026930"	"Gpsm1"	chr2	+	26324797	26324913	26325336	26325492	26324412	26324536	26326213	26326322
237	"ENSMUSG00000026797"	"Stxbp1"	chr2	-	32800579	32800681	32802753	32802892	32798104	32798190	32806068	32806149
238	"ENSMUSG00000026797"	"Stxbp1"	chr2	-	32819833	32819910	32821834	32821916	32818426	32818505	32823535	32823585
239	"ENSMUSG00000046854"	"Pip5kl1"	chr2	+	32577871	32577925	32578108	32578263	32576650	32576851	32578479	32578604
240	"ENSMUSG00000002546"	"Golga2"	chr2	+	32293314	32293395	32296625	32296721	32292092	32292215	32296964	32297008
241	"ENSMUSG00000024268"	"Celf4"	chr18	-	25537676	25537755	25679412	25679495	25504889	25505015	25753341	25753983
242	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31583154	31583260	31592462	31592496	31572650	31572953	31594842	31594892
243	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31583154	31583260	31592465	31592496	31572790	31572953	31594842	31594892
244	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31583154	31583260	31592462	31592496	31572813	31572953	31595259	31595321
245	"ENSMUSG00000000194"	"Gpr107"	chr2	+	31171941	31172081	31174201	31174239	31168796	31168879	31176897	31176954
246	"ENSMUSG00000000194"	"Gpr107"	chr2	+	31174201	31174239	31176897	31176954	31171941	31172081	31177784	31177895
247	"ENSMUSG00000075415"	"Fnbp1"	chr2	-	31044881	31044896	31052984	31053080	31040404	31040514	31054023	31054218
248	"ENSMUSG00000075415"	"Fnbp1"	chr2	-	31044881	31044896	31052984	31053137	31040404	31040514	31054023	31054218
249	"ENSMUSG00000075415"	"Fnbp1"	chr2	-	31044881	31044896	31052984	31053167	31040404	31040514	31054023	31054218
250	"ENSMUSG00000075415"	"Fnbp1"	chr2	-	31048204	31048288	31052984	31053080	31044881	31044896	31054023	31054218
251	"ENSMUSG00000075415"	"Fnbp1"	chr2	-	31048204	31048288	31052984	31053167	31044881	31044896	31054023	31054218
252	"ENSMUSG00000075415"	"Fnbp1"	chr2	-	31052984	31053167	31054023	31054218	31040404	31040514	31055427	31055574
253	"ENSMUSG00000075415"	"Fnbp1"	chr2	-	31052984	31053167	31054023	31054218	31044881	31044896	31055427	31055574
254	"ENSMUSG00000039515"	"Ppp2r4"	chr2	+	30428315	30428402	30431960	30432086	30426398	30426496	30435563	30435681
255	"ENSMUSG00000039515"	"Ppp2r4"	chr2	+	30431960	30432086	30435563	30435681	30428315	30428402	30437569	30437669
256	"ENSMUSG00000039515"	"Ppp2r4"	chr2	+	30439663	30439764	30443289	30443397	30438228	30438353	30446376	30447617
257	"ENSMUSG00000039648"	"Ccbl1"	chr2	-	30187186	30187307	30187688	30187817	30186832	30186909	30188052	30188139
258	"ENSMUSG00000019715"	"Gle1"	chr2	+	29936009	29936237	29938494	29938605	29935425	29935598	29939134	29939283
259	"ENSMUSG00000069020"	"Urm1"	chr2	+	29832691	29832762	29841401	29841483	29820074	29820206	29842720	29842769
260	"ENSMUSG00000069020"	"Urm1"	chr2	+	29832691	29832762	29841401	29841483	29827341	29827435	29842720	29842769
261	"ENSMUSG00000069020"	"Urm1"	chr2	+	29841401	29841483	29842720	29842769	29832691	29832762	29843102	29843145
262	"ENSMUSG00000026799"	"Med27"	chr2	+	29471292	29471386	29500218	29500326	29413387	29413518	29509422	29509458
263	"ENSMUSG00000026799"	"Med27"	chr2	+	29500218	29500326	29509422	29509464	29471292	29471386	29522773	29522851
264	"ENSMUSG00000040875"	"Osbpl10"	chr9	+	115175927	115176082	115207513	115207663	115167081	115167292	115216548	115216812
265	"ENSMUSG00000043535"	"Setx"	chr2	+	29125851	29125963	29126873	29127063	29124991	29125549	29130179	29130390
266	"ENSMUSG00000043535"	"Setx"	chr2	+	29133921	29134031	29139219	29139439	29130179	29130390	29140268	29140388
267	"ENSMUSG00000043535"	"Setx"	chr2	+	29133921	29134031	29140268	29140388	29130179	29130390	29143889	29144061
268	"ENSMUSG00000043535"	"Setx"	chr2	+	29139219	29139439	29140268	29140388	29133921	29134031	29143889	29144061
269	"ENSMUSG00000043535"	"Setx"	chr2	+	29173556	29173721	29174318	29174483	29172315	29172408	29176876	29176975
270	"ENSMUSG00000043535"	"Setx"	chr2	+	29176876	29176975	29177514	29177602	29173556	29173721	29179399	29182471
271	"ENSMUSG00000026414"	"Tnnt2"	chr1	+	135841900	135841911	135843773	135843814	135840874	135840912	135845554	135845644
272	"ENSMUSG00000026414"	"Tnnt2"	chr1	+	135842014	135842026	135843784	135843814	135841900	135841911	135845554	135845644
273	"ENSMUSG00000026803"	"Ttf1"	chr2	+	29073888	29074019	29074573	29074808	29069891	29071376	29079388	29079478
274	"ENSMUSG00000026803"	"Ttf1"	chr2	+	29081011	29081077	29083532	29083618	29079388	29079478	29084636	29084814
275	"ENSMUSG00000052928"	"Ctif"	chr18	-	75624228	75624300	75637132	75637338	75611705	75611779	75697391	75697696
276	"ENSMUSG00000026812"	"Tsc1"	chr2	+	28652168	28652231	28658604	28658790	28641227	28641319	28661581	28661685
277	"ENSMUSG00000056755"	"Grm7"	chr6	+	111207742	111207883	111246174	111246375	111080318	111080473	111253992	111254132
278	"ENSMUSG00000056755"	"Grm7"	chr6	+	111358144	111359080	111495652	111495899	111253992	111254132	111566017	111567230
279	"ENSMUSG00000014426"	"Map3k4"	chr17	-	12242649	12242805	12243499	12243596	12239969	12240070	12247302	12247369
280	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26384681	26384821	26385082	26385145	26382801	26383694	26385497	26385609
281	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26384681	26384821	26385082	26385145	26383563	26383694	26385540	26385609
282	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385082	26385145	26385497	26385609	26384681	26384821	26385989	26386063
283	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385082	26385145	26385497	26386063	26384681	26384821	26386903	26387311
284	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385082	26385145	26385989	26386063	26384681	26384821	26386903	26387311
285	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385082	26385145	26386903	26387311	26384681	26384821	26387555	26387581
286	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385497	26385609	26385989	26386063	26385082	26385145	26386903	26387311
287	"ENSMUSG00000031555"	"Adam9"	chr8	-	24995109	24995175	24996654	24996850	24993043	24993115	24997742	24997819
288	"ENSMUSG00000026932"	"Nacc2"	chr2	-	26062191	26062297	26064453	26064618	26061572	26061670	26089542	26090482
289	"ENSMUSG00000026932"	"Nacc2"	chr2	-	26064453	26064618	26089542	26090482	26062191	26062297	26122688	26122818
290	"ENSMUSG00000021981"	"Cab39l"	chr14	+	59496802	59496944	59499543	59499708	59461634	59461702	59506264	59506383
291	"ENSMUSG00000021981"	"Cab39l"	chr14	+	59526755	59526815	59528841	59528907	59519565	59519734	59539061	59539205
292	"ENSMUSG00000021981"	"Cab39l"	chr14	+	59528841	59528907	59539061	59539205	59526755	59526815	59546985	59548903
293	"ENSMUSG00000026958"	"Dpp7"	chr2	-	25354892	25355028	25355557	25355721	25354740	25354822	25355813	25355953
294	"ENSMUSG00000036646"	"Man1b1"	chr2	+	25349169	25349367	25349450	25349582	25348570	25348691	25350361	25352212
295	"ENSMUSG00000029208"	"Guf1"	chr5	+	69560431	69560515	69561134	69561199	69559549	69559627	69561653	69561857
296	"ENSMUSG00000029208"	"Guf1"	chr5	+	69564523	69564647	69565429	69565562	69561653	69561857	69566360	69566504
297	"ENSMUSG00000029208"	"Guf1"	chr5	+	69565429	69565562	69566360	69566504	69564523	69564647	69567127	69567261
298	"ENSMUSG00000029208"	"Guf1"	chr5	+	69566360	69566504	69567127	69567261	69565429	69565562	69568395	69568497
299	"ENSMUSG00000006471"	"Ndor1"	chr2	-	25250279	25250378	25251720	25251818	25250095	25250197	25254863	25254941
300	"ENSMUSG00000071037"	"Camkmt"	chr17	+	85431470	85431545	85439526	85439590	85402425	85402492	85452195	85452327
301	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59214677	59214814	59289217	59289252	59160849	59161128	59305065	59305197
302	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59214677	59214814	59266387	59266500	59161019	59161128	59305065	59305134
303	"ENSMUSG00000021615"	"Xrcc4"	chr13	-	89940961	89941109	89992453	89992606	89848920	89849463	90000917	90001084
304	"ENSMUSG00000023094"	"Msrb2"	chr2	+	19378161	19378262	19393207	19393355	19371635	19371779	19394250	19394976
305	"ENSMUSG00000026737"	"Pip4k2a"	chr2	-	18866111	18866150	18872283	18872430	18852812	18852926	18889051	18889204
306	"ENSMUSG00000026737"	"Pip4k2a"	chr2	-	18866111	18866150	18889051	18889204	18852812	18852926	18906228	18906325
307	"ENSMUSG00000026737"	"Pip4k2a"	chr2	-	18872283	18872430	18889051	18889204	18852812	18852926	18906228	18906274
308	"ENSMUSG00000026737"	"Pip4k2a"	chr2	-	18872283	18872430	18889051	18889204	18866111	18866150	18906228	18906325
309	"ENSMUSG00000026737"	"Pip4k2a"	chr2	-	18889051	18889204	18906228	18906325	18872283	18872430	18908054	18908152
310	"ENSMUSG00000097451"	"Rian"	chr12	+	109606213	109606341	109617210	109617349	109603944	109604066	109620312	109620400
311	"ENSMUSG00000097451"	"Rian"	chr12	+	109637838	109637926	109640266	109640328	109627047	109627153	109643413	109643461
312	"ENSMUSG00000097451"	"Rian"	chr12	+	109637838	109637926	109640266	109640328	109635393	109635457	109642564	109642652
313	"ENSMUSG00000097451"	"Rian"	chr12	+	109640266	109640328	109643413	109643461	109627047	109627153	109645261	109645331
314	"ENSMUSG00000097451"	"Rian"	chr12	+	109640266	109640328	109643413	109643461	109637838	109637926	109645261	109645331
315	"ENSMUSG00000097451"	"Rian"	chr12	+	109642564	109642652	109643413	109643461	109640266	109640328	109645261	109645331
316	"ENSMUSG00000097451"	"Rian"	chr12	+	109650840	109651099	109651858	109651938	109650068	109650157	109654285	109654432
317	"ENSMUSG00000097451"	"Rian"	chr12	+	109651012	109651099	109651858	109651938	109650071	109650157	109654285	109654432
318	"ENSMUSG00000097451"	"Rian"	chr12	+	109655848	109655934	109656787	109656831	109654285	109654432	109658052	109658121
319	"ENSMUSG00000097451"	"Rian"	chr12	+	109655848	109655934	109656787	109656840	109654285	109654432	109658052	109658121
320	"ENSMUSG00000097451"	"Rian"	chr12	+	109656787	109656831	109658052	109658121	109655848	109655934	109659722	109659807
321	"ENSMUSG00000097451"	"Rian"	chr12	+	109656787	109656831	109659722	109659807	109655848	109655934	109660745	109661716
322	"ENSMUSG00000097451"	"Rian"	chr12	+	109656787	109656840	109658052	109658121	109655848	109655934	109659722	109659753
323	"ENSMUSG00000097451"	"Rian"	chr12	+	109658052	109658121	109659722	109659807	109656787	109656831	109660745	109661716
324	"ENSMUSG00000097451"	"Rian"	chr12	+	109658052	109658121	109659722	109659807	109656787	109656840	109660745	109661025
325	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18065034	18065194	18071124	18071204	18055236	18055371	18101457	18101512
326	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18065034	18065194	18071124	18071204	18064804	18064838	18101457	18101512
327	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18071124	18071204	18101457	18101512	18065034	18065194	18109781	18109891
328	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18082510	18082725	18092783	18092834	18071124	18071204	18101457	18101512
329	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18082510	18082725	18092783	18092834	18071124	18071204	18109781	18109891
330	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18082510	18082725	18101457	18101512	18071124	18071204	18109781	18109891
331	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18092783	18092834	18101457	18101512	18071124	18071204	18109781	18109891
332	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18101457	18101512	18109781	18109891	18071124	18071204	18122244	18122348
333	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18101457	18101512	18146776	18146872	18071124	18071204	18159455	18159711
334	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18101457	18101512	18109781	18109891	18092783	18092834	18122244	18122348
335	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18109781	18109891	18122244	18122348	18071124	18071204	18123718	18123812
336	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18109781	18109891	18122244	18122348	18101457	18101512	18123718	18123812
337	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18126133	18126229	18146776	18146872	18123708	18123812	18159455	18159590
338	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18146776	18146872	18159455	18159711	18126133	18126229	18162316	18162886
339	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18171042	18171075	18186217	18186396	18170253	18170298	18196582	18196700
340	"ENSMUSG00000017428"	"Psmd11"	chr11	+	80465013	80465076	80469801	80469927	80462610	80462671	80470382	80470418
341	"ENSMUSG00000017428"	"Psmd11"	chr11	+	80469801	80469927	80470382	80470418	80465013	80465076	80470625	80470677
342	"ENSMUSG00000026748"	"Plxdc2"	chr2	+	16548116	16548263	16565335	16565405	16512021	16512233	16638586	16638709
343	"ENSMUSG00000020993"	"Trappc6b"	chr12	-	59044252	59044346	59048122	59048206	59043092	59043676	59050267	59050385
344	"ENSMUSG00000020993"	"Trappc6b"	chr12	-	59048122	59048206	59051640	59051708	59044252	59044346	59061155	59061461
345	"ENSMUSG00000057914"	"Cacnb2"	chr2	+	14967941	14968075	14968217	14968237	14963905	14963982	14971561	14971642
346	"ENSMUSG00000026718"	"Stam"	chr2	+	14115816	14115892	14117388	14117535	14102400	14102485	14128545	14128636
347	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12364446	12364519	12386608	12386679	12356784	12356977	12396178	12396258
348	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12364446	12364519	12386608	12386679	12356904	12356977	12405859	12405920
349	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12382102	12382183	12386608	12386679	12364446	12364519	12396178	12396258
350	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12382102	12382183	12397492	12397566	12364446	12364519	12419158	12419288
351	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12382102	12382183	12410000	12410080	12364446	12364519	12419158	12419410
352	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12382102	12382183	12386608	12386679	12364505	12364519	12419158	12419449
353	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12386608	12386679	12397492	12397566	12364446	12364519	12405859	12405920
354	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12386608	12386679	12396178	12396258	12382102	12382183	12397492	12397566
355	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12396178	12396258	12397492	12397566	12386608	12386679	12419158	12419288
356	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12397492	12397566	12410000	12410080	12364446	12364519	12419158	12419448
357	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12397492	12397566	12403997	12404166	12396178	12396258	12405859	12405920
358	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12397492	12397566	12403997	12404168	12396178	12396258	12405859	12405920
359	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12400022	12400137	12403997	12404166	12397492	12397566	12405859	12405920
360	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12400022	12400137	12403997	12404168	12397492	12397566	12405859	12405920
361	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12401024	12401076	12403997	12404168	12400022	12400137	12405859	12405920
362	"ENSMUSG00000040747"	"Cd53"	chr3	-	106767925	106768000	106768797	106768986	106767326	106767422	106770681	106770760
363	"ENSMUSG00000058594"	"Fbxo18"	chr2	-	11747059	11747166	11748363	11748489	11743625	11743757	11748936	11749134
364	"ENSMUSG00000058594"	"Fbxo18"	chr2	-	11759928	11760023	11760480	11760573	11758279	11758448	11762830	11763021
365	"ENSMUSG00000058594"	"Fbxo18"	chr2	-	11760480	11760573	11762830	11763021	11759928	11760023	11763869	11764005
366	"ENSMUSG00000023206"	"Il15ra"	chr2	+	11720012	11720105	11723412	11723610	11718263	11718458	11724095	11724128
367	"ENSMUSG00000015451"	"C4a"	chr17	-	34815521	34815573	34816059	34816263	34815346	34815436	34816391	34816531
368	"ENSMUSG00000071723"	"Gspt2"	chrX	+	94638245	94638380	94639092	94639234	94636075	94636575	94640925	94641588
369	"ENSMUSG00000019906"	"Lin7a"	chr10	+	107323910	107324029	107380079	107380151	107271842	107271942	107411952	107412171
370	"ENSMUSG00000019906"	"Lin7a"	chr10	+	107382503	107382713	107411952	107412171	107380079	107380151	107419988	107425143
371	"ENSMUSG00000026156"	"B3gat2"	chr1	+	23815220	23815365	23844872	23845021	23761925	23763228	23845100	23849158
372	"ENSMUSG00000004642"	"Slbp"	chr5	-	33646009	33646069	33649742	33649847	33645499	33645637	33651962	33652079
373	"ENSMUSG00000037262"	"Kin"	chr2	+	10085729	10085824	10090112	10090156	10080623	10080744	10090240	10090363
374	"ENSMUSG00000029442"	"Wdr66"	chr5	+	123256003	123256246	123262016	123262154	123253787	123254758	123264790	123264900
375	"ENSMUSG00000029442"	"Wdr66"	chr5	+	123298466	123298630	123302373	123302464	123297420	123297535	123302693	123302837
376	"ENSMUSG00000022885"	"St6gal1"	chr16	+	23256958	23257101	23317563	23317698	23226020	23226179	23321032	23321071
377	"ENSMUSG00000021149"	"Gtpbp4"	chr13	-	8991931	8992035	8992644	8992815	8991714	8991851	8995948	8996017
378	"ENSMUSG00000039046"	"Usp6nl"	chr2	+	6336367	6336459	6391054	6391122	6322771	6322954	6400279	6400319
379	"ENSMUSG00000039046"	"Usp6nl"	chr2	+	6391054	6391122	6400279	6400319	6336367	6336459	6408928	6409009
380	"ENSMUSG00000039046"	"Usp6nl"	chr2	+	6394472	6394555	6400279	6400319	6391054	6391122	6408928	6409009
381	"ENSMUSG00000101678"	"Gm29609"	chr5	-	31145245	31145278	31145494	31145565	31144738	31144752	31145683	31145776
382	"ENSMUSG00000101678"	"Gm29609"	chr5	-	31145972	31146088	31153667	31153742	31145683	31145776	31154190	31154290
383	"ENSMUSG00000003228"	"Grk5"	chr19	+	60987701	60987797	61031751	61031864	60889748	60890631	61046076	61046154
384	"ENSMUSG00000020932"	"Gfap"	chr11	-	102894377	102894539	102895472	102895568	102893460	102893586	102895749	102895810
385	"ENSMUSG00000020932"	"Gfap"	chr11	-	102895472	102895568	102895749	102895810	102894377	102894539	102896665	102897131
386	"ENSMUSG00000020932"	"Gfap"	chr11	-	102895472	102895568	102895749	102895810	102894486	102894539	102900766	102900912
387	"ENSMUSG00000055024"	"Ep300"	chr15	+	81616725	81616863	81619999	81620117	81616031	81616125	81621061	81621236
388	"ENSMUSG00000050919"	"Zfp366"	chr13	+	99228318	99229655	99234096	99234288	99184822	99184864	99243913	99244088
389	"ENSMUSG00000024976"	"Shoc2"	chr19	+	53987453	53988383	54003008	54003146	53944875	53945013	54017548	54017679
390	"ENSMUSG00000024976"	"Shoc2"	chr19	+	54003008	54003146	54017548	54017679	53987453	53988383	54026349	54026538
391	"ENSMUSG00000074797"	"Itpa"	chr2	+	130671400	130671458	130672059	130672133	130667609	130667935	130674238	130674270
