	GeneID	chr	strand	1stExonStart	1stExonEnd	2ndExonStart	2ndExonEnd	upstreamEE	downstreamES
628	ENSMUSG00000036452	chr18	+	39306701	39306852	39357552	39357663	39296923	39363116
629	ENSMUSG00000036452	chr18	+	39306701	39306852	39357552	39357828	39296923	39363116
630	ENSMUSG00000036452	chr18	+	39306701	39306852	39363116	39363208	39296923	39371073
631	ENSMUSG00000036452	chr18	+	39357552	39357663	39357737	39357828	39306852	39363116
632	ENSMUSG00000045967	chr2	+	21576822	21577046	21648956	21649025	21553401	21746675
633	ENSMUSG00000045967	chr2	+	21648956	21649025	21746675	21746785	21577046	21783063
634	ENSMUSG00000020818	chr11	+	116868533	116868659	116871293	116871468	116865956	116873243
635	ENSMUSG00000002455	chr2	+	181636892	181637111	181640591	181640714	181636151	181645470
636	ENSMUSG00000002455	chr2	+	181651085	181651177	181652433	181652548	181650230	181654835
637	ENSMUSG00000037058	chr18	+	35600044	35600117	35610870	35611034	35599758	35613322
638	ENSMUSG00000037058	chr18	+	35610870	35611034	35613322	35613502	35598759	35616198
639	ENSMUSG00000037058	chr18	+	35610870	35611034	35613322	35613502	35600117	35616198
649	ENSMUSG00000051278	chr3	+	127573139	127573325	127581445	127581569	127567701	127583583
650	ENSMUSG00000051278	chr3	+	127584655	127584794	127586018	127586203	127584170	127587940
651	ENSMUSG00000051278	chr3	+	127608484	127608632	127611783	127611911	127606446	127613342
652	ENSMUSG00000033628	chr18	+	30274268	30274457	30276971	30277115	30273018	30281956
653	ENSMUSG00000033632	chr18	+	25339713	25340384	25344863	25344962	25290066	25399925
654	ENSMUSG00000033632	chr18	+	25339713	25340384	25399925	25400107	25290066	25419966
655	ENSMUSG00000033632	chr18	+	25339713	25340384	25419966	25420075	25290066	25463616
656	ENSMUSG00000044835	chr1	+	161150964	161151317	161155245	161155413	161142718	161160666
657	ENSMUSG00000034295	chr18	+	24897636	24897704	24903892	24903998	24770547	24969159
658	ENSMUSG00000034295	chr18	+	25020661	25020757	25022621	25022978	25002032	25028064
659	ENSMUSG00000000420	chr18	+	24246049	24246224	24264324	24264532	24238485	24267527
666	ENSMUSG00000024287	chr18	+	9959254	9959315	9960485	9960552	9959171	9962372
667	ENSMUSG00000024287	chr18	+	9960485	9960552	9962372	9962491	9959315	9963262
668	ENSMUSG00000020431	chr11	+	7130275	7130403	7137272	7137431	7109112	7138286
670	ENSMUSG00000024236	chr18	+	5055979	5056849	5057274	5057439	5049494	5058124
671	ENSMUSG00000024234	chr18	+	4379568	4379741	4380653	4380887	4375778	4383188
674	ENSMUSG00000006058	chr11	+	96043403	96043476	96045160	96045302	96041729	96046279
675	ENSMUSG00000006058	chr11	+	96045160	96045302	96046279	96046354	96043476	96047194
679	ENSMUSG00000024544	chr18	+	68106550	68106691	68235654	68235809	68064686	68250570
680	ENSMUSG00000024544	chr18	+	68235654	68235809	68250570	68250624	68106691	68254008
681	ENSMUSG00000061130	chr17	+	85005508	85005566	85023031	85023079	85005023	85023695
682	ENSMUSG00000029004	chr5	+	23495985	23496240	23496403	23496548	23493507	23496971
683	ENSMUSG00000029004	chr5	+	23496403	23496500	23496971	23497222	23493507	23497538
684	ENSMUSG00000029004	chr5	+	23496403	23496500	23496971	23497222	23496240	23497538
685	ENSMUSG00000024082	chr17	+	78942068	78942282	78943252	78943311	78939705	78943833
686	ENSMUSG00000024082	chr17	+	78942068	78942282	78943833	78943944	78939705	78944940
687	ENSMUSG00000024074	chr17	+	78237741	78237915	78279972	78280215	78201099	78281245
688	ENSMUSG00000024074	chr17	+	78237741	78237915	78281245	78281366	78201099	78302986
689	ENSMUSG00000024074	chr17	+	78237741	78237915	78302986	78303108	78201099	78313123
690	ENSMUSG00000024074	chr17	+	78354955	78355177	78367791	78367986	78350899	78369994
691	ENSMUSG00000004535	chr6	+	52729280	52729468	52733190	52733349	52727301	52736849
698	ENSMUSG00000017843	chr12	+	110522490	110522690	110544074	110544185	110485952	110545594
699	ENSMUSG00000017843	chr12	+	110561297	110561468	110567727	110567855	110554896	110568953
700	ENSMUSG00000017843	chr12	+	110567727	110567855	110568953	110569055	110561468	110570695
701	ENSMUSG00000027439	chr2	+	148683593	148684968	148688003	148688171	148681215	148690075
703	ENSMUSG00000009995	chrX	+	74283647	74283693	74288018	74288099	74283400	74288177
704	ENSMUSG00000009995	chrX	+	74283931	74284017	74288018	74288099	74283693	74288177
705	ENSMUSG00000009995	chrX	+	74288018	74288099	74288177	74288219	74283693	74288450
706	ENSMUSG00000009995	chrX	+	74288661	74288714	74288928	74289019	74288513	74289104
707	ENSMUSG00000003279	chr17	+	70308046	70308170	70424795	70424888	70078423	70515953
708	ENSMUSG00000003279	chr17	+	70424795	70424888	70515953	70516996	70308170	70593166
709	ENSMUSG00000000127	chr17	+	63941582	63941757	63957124	63957317	63941480	63973064
710	ENSMUSG00000038048	chr17	+	57891899	57892093	58013815	58013963	57876487	58034844
711	ENSMUSG00000038048	chr17	+	58293894	58294022	58305497	58305716	58286898	58313676
712	ENSMUSG00000038048	chr17	+	58294217	58294388	58305497	58305716	58294022	58313676
715	ENSMUSG00000022494	chr16	+	11997052	11997180	12244607	12244763	11985143	12267423
716	ENSMUSG00000000708	chr17	+	53638351	53638543	53641192	53641299	53632718	53644613
717	ENSMUSG00000000708	chr17	+	53641192	53641299	53644613	53644736	53638543	53648746
718	ENSMUSG00000000708	chr17	+	53644613	53644736	53648746	53648883	53641299	53653021
721	ENSMUSG00000040771	chr17	+	48410827	48410904	48411263	48411408	48410372	48414225
722	ENSMUSG00000040771	chr17	+	48410827	48410904	48411263	48411408	48410237	48414225
723	ENSMUSG00000040771	chr17	+	48411263	48411408	48414225	48414284	48410904	48415220
727	ENSMUSG00000043241	chr2	+	6027212	6027488	6029361	6029545	6026318	6034111
728	ENSMUSG00000022265	chr15	+	27590917	27591041	27591436	27591536	27590472	27593103
730	ENSMUSG00000092558	chr17	+	47612962	47613117	47618808	47619062	47611692	47622884
735	ENSMUSG00000029534	chr6	+	17819249	17819332	17834616	17834776	17694362	17844908
736	ENSMUSG00000029534	chr6	+	17819249	17819332	17886003	17886118	17694362	17904896
737	ENSMUSG00000029534	chr6	+	17819249	17819332	17834616	17834776	17749614	17844908
738	ENSMUSG00000029534	chr6	+	17819249	17819332	17886003	17886118	17749614	17904896
739	ENSMUSG00000029534	chr6	+	17886003	17886118	17904896	17904969	17855028	17905706
740	ENSMUSG00000029534	chr6	+	17904896	17904969	17905706	17905842	17886118	17906407
741	ENSMUSG00000029534	chr6	+	17921988	17922139	17930765	17930858	17906510	17934118
743	ENSMUSG00000035268	chr2	+	163703485	163703555	163721127	163721301	163659235	163725456
744	ENSMUSG00000035268	chr2	+	163703485	163703555	163721127	163721301	163694156	163725456
745	ENSMUSG00000024750	chr19	+	21276977	21277089	21279624	21279750	21276585	21280422
754	ENSMUSG00000079484	chr2	+	30277147	30277210	30277622	30277644	30277058	30279954
755	ENSMUSG00000099041	chr2	+	30280170	30280287	30281009	30281136	30280083	30281769
757	ENSMUSG00000030494	chr7	+	35383968	35384045	35384637	35384784	35381531	35385326
758	ENSMUSG00000019518	chr5	+	138172348	138172437	138172786	138172893	138172248	138172971
759	ENSMUSG00000019518	chr5	+	138172786	138172893	138172971	138173068	138172437	138174749
771	ENSMUSG00000024392	chr17	+	35142306	35142384	35142497	35142605	35142082	35142726
773	ENSMUSG00000070544	chr2	+	160670099	160670202	160682650	160682774	160646632	160684447
774	ENSMUSG00000035958	chr13	+	24832009	24832095	24836015	24836186	24831929	24836854
775	ENSMUSG00000035958	chr13	+	24832688	24832826	24836015	24836186	24832095	24836854
781	ENSMUSG00000002308	chr17	+	33846015	33846141	33847494	33847725	33843291	33848016
782	ENSMUSG00000024299	chr17	+	33530132	33530289	33531579	33531797	33529026	33537086
783	ENSMUSG00000048440	chr17	+	32540270	32540415	32542737	32542791	32537196	32542876
784	ENSMUSG00000048440	chr17	+	32550502	32550567	32550731	32550814	32550386	32551055
785	ENSMUSG00000054027	chr10	+	86820667	86820770	86820909	86821011	86820267	86823063
786	ENSMUSG00000054027	chr10	+	86825154	86825295	86831699	86831764	86824273	86833930
790	ENSMUSG00000052712	chr17	+	29277856	29277947	29282677	29282891	29269002	29294006
791	ENSMUSG00000052712	chr17	+	29282059	29282267	29282677	29282891	29269002	29294006
792	ENSMUSG00000052712	chr17	+	29282059	29282267	29294006	29294161	29269002	29294274
793	ENSMUSG00000052712	chr17	+	29282059	29282267	29294006	29294161	29277947	29294274
794	ENSMUSG00000072258	chr1	+	183390920	183391044	183395909	183396079	183389090	183397779
795	ENSMUSG00000072258	chr1	+	183390920	183391044	183397779	183397893	183389090	183400602
796	ENSMUSG00000025626	chrX	+	52917165	52917267	52931572	52931706	52916736	52931980
797	ENSMUSG00000063952	chr17	+	28823972	28824066	28828343	28828441	28821592	28831313
798	ENSMUSG00000063952	chr17	+	28823972	28824066	28831313	28831411	28821592	28835761
799	ENSMUSG00000063952	chr17	+	28828343	28828441	28831313	28831411	28824066	28835761
805	ENSMUSG00000002250	chr17	+	28286260	28286467	28295340	28295495	28237095	28297085
809	ENSMUSG00000026305	chr1	+	91073323	91073341	91084945	91085005	91068649	91093559
810	ENSMUSG00000026305	chr1	+	91073323	91073341	91091601	91091667	91068649	91093559
811	ENSMUSG00000026305	chr1	+	91084945	91085005	91091601	91091667	91068649	91093559
812	ENSMUSG00000026305	chr1	+	91087058	91087124	91088633	91088711	91085005	91091601
813	ENSMUSG00000026305	chr1	+	91087058	91087124	91088633	91088711	91085005	91093559
814	ENSMUSG00000026305	chr1	+	91087058	91087124	91091601	91091667	91085005	91093559
815	ENSMUSG00000026305	chr1	+	91088633	91088711	91091601	91091667	91085005	91093559
816	ENSMUSG00000026305	chr1	+	91088633	91088711	91091601	91091667	91087124	91093559
817	ENSMUSG00000026305	chr1	+	91107297	91107390	91110354	91110447	91105297	91112155
818	ENSMUSG00000026305	chr1	+	91108579	91108672	91110354	91110447	91107390	91112155
819	ENSMUSG00000026305	chr1	+	91123077	91123157	91125640	91125745	91122539	91128085
820	ENSMUSG00000034413	chr17	+	26431786	26432332	26438666	26439359	26414995	26441077
821	ENSMUSG00000024180	chr17	+	26120538	26120685	26121539	26121656	26120462	26121937
834	ENSMUSG00000026490	chr1	+	180106046	180106152	180109153	180109278	180101272	180111263
835	ENSMUSG00000026490	chr1	+	180118735	180118783	180123923	180123962	180117743	180134296
836	ENSMUSG00000026490	chr1	+	180118735	180118783	180130795	180130900	180117743	180134296
837	ENSMUSG00000026490	chr1	+	180118735	180118783	180134296	180134380	180117743	180136651
838	ENSMUSG00000026490	chr1	+	180123923	180123962	180130795	180130900	180117743	180134296
839	ENSMUSG00000026490	chr1	+	180151159	180151277	180155794	180155980	180150258	180159605
840	ENSMUSG00000026490	chr1	+	180151159	180151277	180159605	180159723	180150258	180161539
841	ENSMUSG00000026490	chr1	+	180159605	180159723	180161539	180161697	180151277	180162034
849	ENSMUSG00000021671	chr13	+	96393226	96393344	96394491	96394569	96391675	96396639
862	ENSMUSG00000006818	chr17	+	13008183	13008386	13010519	13010636	13008068	13013432
868	ENSMUSG00000023868	chr17	+	8930509	8930559	8941140	8941281	8929212	8942871
869	ENSMUSG00000023868	chr17	+	8930509	8930559	8941140	8941281	8929212	8944369
870	ENSMUSG00000023868	chr17	+	8941140	8941281	8942871	8943027	8930559	8944369
871	ENSMUSG00000023809	chr17	+	7227912	7228029	7236045	7236127	7170443	7246701
873	ENSMUSG00000024044	chr17	+	69210185	69210383	69238344	69238449	69208076	69239746
874	ENSMUSG00000024044	chr17	+	69270610	69270664	69273881	69273917	69262346	69274703
875	ENSMUSG00000024044	chr17	+	69270610	69270664	69283884	69284007	69262346	69284538
876	ENSMUSG00000024044	chr17	+	69273881	69273917	69274100	69274166	69270664	69274703
877	ENSMUSG00000031517	chr8	+	55037327	55037520	55047234	55047391	54955315	55050104
878	ENSMUSG00000034377	chr17	+	6176828	6176957	6185136	6185298	6139156	6198671
879	ENSMUSG00000034377	chr17	+	6185136	6185298	6198671	6198852	6176957	6201699
880	ENSMUSG00000034377	chr17	+	6198671	6198852	6206890	6207057	6185298	6213383
881	ENSMUSG00000021219	chr12	+	82651808	82651912	82985294	82985394	82617383	83047558
882	ENSMUSG00000021219	chr12	+	82651808	82651912	82985294	82985394	82617812	83047558
883	ENSMUSG00000021219	chr12	+	83070597	83070659	83091747	83091858	83069593	83106757
885	ENSMUSG00000001986	chrX	+	41401528	41401655	41402800	41402959	41401257	41478559
886	ENSMUSG00000001986	chrX	+	41402800	41402959	41478559	41478799	41401655	41541075
887	ENSMUSG00000001986	chrX	+	41478559	41478799	41541075	41541263	41402959	41569887
888	ENSMUSG00000001986	chrX	+	41541075	41541263	41569887	41569941	41478799	41588463
889	ENSMUSG00000001986	chrX	+	41654809	41654924	41669500	41669615	41654253	41672218
890	ENSMUSG00000001986	chrX	+	41669500	41669615	41672218	41672466	41654253	41676339
891	ENSMUSG00000054452	chr10	+	81561218	81561316	81564094	81564158	81559668	81564672
892	ENSMUSG00000054452	chr10	+	81564094	81564158	81564672	81564717	81561316	81564847
893	ENSMUSG00000054452	chr10	+	81564672	81564717	81564847	81564910	81564158	81565291
896	ENSMUSG00000026921	chr2	+	26589329	26589446	26590379	26590495	26589169	26590656
897	ENSMUSG00000022969	chr16	+	91407617	91407741	91411882	91412040	91406372	91414612
898	ENSMUSG00000026575	chr1	+	164308059	164308250	164312852	164312938	164307754	164328292
899	ENSMUSG00000015127	chr17	+	25199766	25199943	25201041	25201175	25189675	25205598
900	ENSMUSG00000015127	chr17	+	25218577	25218755	25228582	25228666	25213106	25229238
901	ENSMUSG00000022982	chr16	+	90222779	90222876	90224355	90224425	90220929	90225144
919	ENSMUSG00000026610	chr1	+	188043333	188043749	188066340	188066457	187793412	188146312
920	ENSMUSG00000068206	chr15	+	79230543	79230655	79239583	79239712	79229853	79241226
921	ENSMUSG00000068206	chr15	+	79230543	79230655	79239583	79239712	79229853	79242967
922	ENSMUSG00000068206	chr15	+	79239583	79239712	79241226	79241293	79230655	79242967
923	ENSMUSG00000032280	chr9	+	61373952	61374053	61374514	61374578	61373461	61375528
924	ENSMUSG00000052917	chr16	+	56082355	56082408	56089383	56089464	56075578	56097339
925	ENSMUSG00000052917	chr16	+	56089383	56089464	56097339	56097431	56082408	56123778
926	ENSMUSG00000052917	chr16	+	56097339	56097431	56123778	56123970	56082408	56138984
927	ENSMUSG00000052917	chr16	+	56097339	56097431	56123778	56123970	56089464	56138984
928	ENSMUSG00000052917	chr16	+	56111605	56111803	56123778	56123970	56097431	56138984
929	ENSMUSG00000052917	chr16	+	56123778	56123970	56138984	56139100	56111803	56151273
930	ENSMUSG00000052917	chr16	+	56184760	56184829	56186058	56186209	56184190	56188234
937	ENSMUSG00000034135	chr9	+	46194819	46194930	46195165	46195309	46194281	46195792
938	ENSMUSG00000042942	chr18	+	10515193	10515391	10522087	10522268	10511463	10523206
939	ENSMUSG00000027642	chr2	+	157312476	157312591	157314777	157314972	157310292	157316122
944	ENSMUSG00000022840	chr16	+	35293017	35293047	35293961	35294094	35291677	35298346
947	ENSMUSG00000022801	chr16	+	32985975	32986027	32986738	32986888	32981904	32988430
948	ENSMUSG00000022791	chr16	+	32663738	32663919	32665885	32665956	32645108	32668220
949	ENSMUSG00000022791	chr16	+	32665885	32665956	32668220	32668442	32663919	32669386
950	ENSMUSG00000026781	chr2	+	23075489	23075610	23078143	23078216	23069619	23080338
951	ENSMUSG00000079410	chr14	+	3055049	3055200	3066065	3066228	3049339	3070095
955	ENSMUSG00000054843	chr19	+	57630225	57630339	57638451	57638580	57629168	57642419
956	ENSMUSG00000054843	chr19	+	57797424	57797503	57935596	57935704	57777945	58042327
957	ENSMUSG00000054843	chr19	+	57935596	57935704	58042327	58042442	57797503	58131092
959	ENSMUSG00000009112	chr6	+	120848455	120848616	120862854	120862962	120836357	120865567
960	ENSMUSG00000009112	chr6	+	120862854	120862962	120865567	120865724	120848616	120870765
961	ENSMUSG00000009112	chr6	+	120865567	120865724	120870765	120870835	120862962	120876202
962	ENSMUSG00000009112	chr6	+	120870765	120870835	120876202	120876346	120865724	120886677
966	ENSMUSG00000022855	chr16	+	22026638	22026739	22027968	22028063	22023808	22028540
967	ENSMUSG00000022855	chr16	+	22032103	22032164	22036469	22036646	22028592	22038536
974	ENSMUSG00000021018	chr16	+	20718990	20719084	20720518	20720602	20718907	20721909
975	ENSMUSG00000022842	chr16	+	20630351	20630438	20630780	20630910	20617909	20631096
976	ENSMUSG00000022842	chr16	+	20644067	20644258	20644340	20644436	20643920	20646260
981	ENSMUSG00000062901	chr16	+	20114560	20114745	20115883	20116002	20107643	20117867
982	ENSMUSG00000054720	chr5	+	105544199	105544270	105579467	105579609	105519630	105606498
983	ENSMUSG00000022702	chr16	+	18925647	18925863	18927437	18927523	18922959	18932867
986	ENSMUSG00000075704	chr16	+	18429810	18429876	18436560	18436617	18426559	18437501
987	ENSMUSG00000075704	chr16	+	18436560	18436617	18437501	18437646	18429876	18438318
988	ENSMUSG00000075704	chr16	+	18472793	18472886	18474681	18474753	18472249	18475521
989	ENSMUSG00000034730	chr15	+	74582891	74582987	74584377	74584417	74580736	74586756
990	ENSMUSG00000034730	chr15	+	74582891	74582987	74584377	74584432	74580736	74586756
997	ENSMUSG00000060126	chr14	+	75846202	75846393	75846693	75846799	75845690	75847243
998	ENSMUSG00000060126	chr14	+	75846693	75846799	75847243	75847360	75846393	75848098
999	ENSMUSG00000022750	chr16	+	17771703	17771869	17784202	17784395	17764646	17789136
1000	ENSMUSG00000024073	chr17	+	74660381	74660682	74662600	74662818	74659355	74668758
1004	ENSMUSG00000055692	chr16	+	17276961	17277039	17277341	17277401	17276887	17277527
1005	ENSMUSG00000055692	chr16	+	17277193	17277250	17277341	17277401	17277039	17277527
1006	ENSMUSG00000022779	chr16	+	16879318	16879425	16880603	16880678	16879088	16882500
1007	ENSMUSG00000022779	chr16	+	16880603	16880678	16882500	16882697	16879425	16883406
1016	ENSMUSG00000022682	chr16	+	13791919	13791989	13792947	13793046	13790684	13795984
1021	ENSMUSG00000026810	chr2	+	32571205	32571295	32572296	32572399	32570912	32572958
1031	ENSMUSG00000057880	chr16	+	8602285	8602378	8603469	8603532	8600990	8603688
1040	ENSMUSG00000022529	chr16	+	3746421	3746495	3746770	3746894	3745957	3748148
1042	ENSMUSG00000000148	chr5	+	140716928	140717027	140717143	140717319	140716794	140717901
